Date,Fioul,Charbon,Gaz,NuclÈaire,Solaire,Eolien,Hydraulique,Production,Consommation
2021-07-06,64.85416666666667,359.1458333333333,1399.3333333333333,38461.604166666664,1622.1875,7546.625,7159.604166666667,56613.354166666664,46163.0625
2021-07-07,65.75,377.3333333333333,2681.8958333333335,39166.020833333336,2147.3541666666665,2284.7708333333335,7809.541666666667,54532.666666666664,46013.145833333336
2021-07-08,66.89583333333333,197.45833333333334,3772.1666666666665,39726.145833333336,2131.0625,1608.5416666666667,7832.354166666667,55334.625,45928.229166666664
2021-07-09,66.85416666666667,0.0,4123.6875,38389.395833333336,2568.0833333333335,761.7083333333334,7941.645833333333,53851.37500000001,45456.4375
2021-07-10,65.45833333333333,0.0,1631.7916666666667,34314.3125,2221.6875,1000.5416666666666,7038.125,46271.916666666664,40808.291666666664
2021-07-11,64.9375,0.0,1181.125,34462.645833333336,2723.3125,630.2083333333334,6805.895833333333,45868.12500000001,38529.25
2021-07-12,66.9375,0.0,3137.3125,35738.3125,1392.1666666666667,2431.6666666666665,7787.291666666667,50553.68749999999,44956.9375
2021-07-13,66.9375,0.0,3156.1041666666665,37143.416666666664,1617.5833333333333,4048.7916666666665,8108.916666666667,54141.74999999999,45500.291666666664
2021-07-14,67.41666666666667,0.0,1218.0833333333333,37528.1875,1574.9166666666667,5735.520833333333,7519.604166666667,53643.729166666664,40528.395833333336
2021-07-15,67.25,0.0,1442.125,37328.354166666664,1959.5625,6553.541666666667,8062.208333333333,55413.041666666664,45024.1875
2021-07-16,67.1875,0.0,1513.6458333333333,38673.270833333336,2195.875,3878.9375,8181.083333333333,54510.00000000001,44898.645833333336
2021-07-17,66.66666666666667,0.0,1070.0416666666667,37927.729166666664,2697.5625,3120.9583333333335,7498.895833333333,52381.85416666667,40629.9375
2021-07-18,66.95833333333333,0.0,631.2291666666666,34705.979166666664,2889.7291666666665,4928.583333333333,7233.5625,50456.041666666664,38913.854166666664
2021-07-19,65.22916666666667,1.4791666666666667,2799.1458333333335,38189.104166666664,2963.6041666666665,3902.6041666666665,7742.75,55663.91666666666,45909.104166666664
2021-07-20,74.54166666666667,31.770833333333332,2923.7083333333335,39460.520833333336,2907.7708333333335,2395.125,7309.333333333333,55102.77083333334,47253.375
2021-07-21,80.5625,446.3125,3193.8125,39622.0625,2734.6875,1761.4166666666667,7408.6875,55247.541666666664,47524.729166666664
2021-07-22,66.89583333333333,448.0833333333333,2394.0833333333335,38933.041666666664,2872.5833333333335,2036.6458333333333,7677.1875,54428.520833333336,47737.041666666664
2021-07-23,67.08333333333333,240.79166666666666,1516.8125,40196.354166666664,2252.5625,3805.6458333333335,7593.208333333333,55672.458333333336,47058.479166666664
2021-07-24,66.54166666666667,7.75,662.1458333333334,37917.604166666664,1974.7708333333333,3450.2708333333335,6891.145833333333,50970.22916666667,41434.229166666664
2021-07-25,64.625,13.104166666666666,640.0,37327.5625,2109.9791666666665,2962.4166666666665,6468.666666666667,49586.35416666666,38908.541666666664
2021-07-26,65.35416666666667,13.020833333333334,2399.8333333333335,40728.104166666664,2265.8333333333335,2195.5625,7292.479166666667,54960.1875,44642.333333333336
2021-07-27,66.41666666666667,13.604166666666666,1360.125,40805.958333333336,1811.6875,2406.7291666666665,7541.708333333333,54006.22916666667,45797.3125
2021-07-28,70.58333333333333,11.791666666666666,602.6458333333334,40980.375,2021.9166666666667,4669.1875,6956.875,55313.375,45408.020833333336
2021-07-29,69.75,14.416666666666666,544.2916666666666,40956.916666666664,2482.0208333333335,3225.2291666666665,6546.229166666667,53838.854166666664,45218.416666666664
2021-07-30,69.9375,13.625,380.5208333333333,40787.020833333336,1915.875,6113.375,6163.020833333333,55443.37500000001,44305.020833333336
2021-07-31,69.54166666666667,14.354166666666666,434.4791666666667,38366.0625,1541.375,3432.9375,6141.270833333333,50000.020833333336,39783.333333333336
